T1,T2,T3
0.95812285,0.9540947,0.95072436
0.94279444,0.8918318,0.88980806
0.96275383,0.9576994,0.951027
0.9328901,0.9386136,0.9176484
0.9729697,0.95384014,0.9551413
0.95909905,0.9472914,0.94053805
0.94692355,0.92678547,0.93593025
0.84783447,0.84277904,0.85340405
0.9094394,0.88332856,0.88130456
0.91959876,0.88166285,0.887454
0.9462963,0.9383638,0.9322508
0.86878985,0.8966428,0.86766744
0.9694537,0.96577793,0.97231674
0.86689746,0.8410014,0.8365034
0.91585,0.9126554,0.9373757
0.8297864,0.8305237,0.828709
0.9295567,0.8726629,0.87209684
0.8614553,0.83620524,0.83983773
0.9415822,0.8540432,0.84885436
0.6483177,0.6464186,0.62972337
0.8823962,0.810709,0.830805
0.8434372,0.8030602,0.8045521
0.9285063,0.9352473,0.93616945
0.93702793,0.93178844,0.91857755
0.966153,0.9188434,0.9299021
0.9175824,0.8706881,0.8700943
0.8715492,0.8141585,0.7804987
0.8071563,0.7977178,0.7838855
0.9288071,0.9133398,0.89074665
0.785162,0.72899705,0.74490243
0.9249265,0.9059554,0.9020257
0.8409447,0.79740375,0.7795796
0.9524739,0.9369693,0.93578106
0.95708966,0.94926023,0.9290671
0.8928262,0.8822626,0.86492616
0.9163948,0.8983991,0.8857574
0.8459875,0.82898563,0.8107513
0.9426168,0.85155517,0.833295
0.9130812,0.9031805,0.9021774
0.9094558,0.84068143,0.85456365
0.94003594,0.9427582,0.93728405
0.8549342,0.8223206,0.76515436
0.93084824,0.91850007,0.9142653
0.9688559,0.96066,0.9457874
0.870299,0.94151044,0.8678869
0.898334,0.8749742,0.8278668
0.91240835,0.8888223,0.9067264
0.9253343,0.8347937,0.8648753
0.96615815,0.951914,0.929613
0.82201076,0.83773744,0.83822346
0.82047105,0.82366836,0.8248876
0.92874193,0.8965745,0.8611239
